Token,Frequency
آوردن,1388
خلاف,1386
دیدنی,1386
جمعه,1385
پنجاه,3683
مرحوم,1383
اینجا,1883
ریچارد,1383
سوئد,1382
خارجه,1382
مستعار,1380
عالم,1379
آوری,3479
ارمنستان,1379
بقیه,1379
قلم,1378
نسخهٔ,1378
بالاتر,1376
مسئول,6475
می‌شدند,1375
پیشینه,1375
وضع,1375
الکترونیک,2973
دارو,1373
اندیشه,1373
فرض,1373
حجم,1471
مین,1370
مدرک,1369
غذایی,1369
روش‌های,1367
نوازنده,1366
ودر,1366
اردبیل,1366
فضا,1364
معمولی,1363
جزو,1863
تخریب,2562
چهره,1360
سردار,1359
اشغال,1358
مخالف,1358
برگ,1657
صحبت,2955
تیره,1355
کانون,1355
خواندن,1354
محاسبه,6254
خواهند,1454
تغذیه,1353
چاه,1351
فکر,2551
ژان,1349
متعددی,1348
نوین,1346
محکوم,1346
آزمایش,1345
برداشت,1645
شریف,1344
جکسون,1343
سلول,1343
آسیب,1342
گویند,1342
مجبور,1539
پژوهش,1337
مراحل,8236
صادر,9434
نماد,1334
نهم,1333
جوانی,1333
احساس,1832
محور,1331
مراجع,1331
نمی,18730
سوریه,1329
سلیمان,1329
بغداد,1327
زد,1427
خواست,2126
تجهیزات,3726
فیلمی,1326
ویژگی‌های,1325
دروازه,1325
گردیده,1325
زیرنویس,1320
چای,1319
کاتولیک,1319
پیوسته,1319
پیاده,1317
هرگز,1317
فردوسی,1317
خواهر,1517
وقایع,1315
غیره,1314
سامانه,20214
عین,1513
آسیای,1313
مثلاً,1311
نوار,1311
لرستان,1309
مهندس,1509
یی,1309
تکنولوژی,1308
سلطنتی,1307
آری,1706
قول,1302
گری,1302
اوج,1302
سبزوار,1301
لایه,1301
رهبران,1300
شیعیان,1300
فرآیند,3999
غذا,1298
حاوی,1298
آیین,1298
سیمرغ,1297
شغل,1296
کنندگان,5696
صفحات,1296
ابتدایی,1294
کوهستانی,1294
جمشید,1293
استادان,1292
محوطه,1291
می‌داند,1290
رشت,1290
فلسفی,1290
گونه‌های,1289
درد,1589
بازرگانی,1288
تالار,1288
روزگار,1287
سخنرانی,1286
نامی,1285
خانم,1382
کارخانه,1282
اطلاق,1282
یوسف,1280
عیسی,1280
قطر,1280
بازسازی,1280
داده‌است,1279
بزرگان,1278
سیستم‌های,1278
نمودند,1277
ع,1276
علیا,1275
کمال,1275
هرچند,1274
یافتن,1273
ديگر,1273
مردی,1272
کلاس,1272
امپراتور,1271
واژهٔ,1271
ملا,1270
احمدی‌نژاد,1270
ثانیه,1269
آیا,45769
جزء,1269
مردمان,1268
علیرضا,1268
حاجی,1268
مدارس,2568
پاتر,1268
ایل,1267
برگرفته,1266
نامگذاری,1265
چنان,1264
کوه‌های,1264
پور,1264
لا,1263
اقامت,1263
منطق,1262
جسم,1262
سوخت,7061
داستان‌های,1260
عصبی,1259
ملت,1258
درک,1458
جغرافیای,1257
بنیان,1257
معمول,1257
انقلابی,1257
حمام,1256
باره,1256
ضرب,1255
نیستند,1255
آهنگساز,1252
بیمار,1251
عباسی,1249
قبیل,1249
دانشجویی,1248
درس,1246
برقرار,1744
هندوستان,1244
داده‌ها,1243
ِ,1243
صدر,1243
عبری,1243
چهارمین,1243
جایگزین,1343
والدین,1242
سرود,1241
توپ,1241
می‌داد,1240
نگارش,1239
هندی,1237
اردشیر,1236
عقب,1233
پرتاب,1232
درختان,1230
سیر,1230
معلم,1229
خاتمی,1228
امارات,1227
مصاحبه,1225
می‌نویسد,1225
بابل,1225
بهشت,1225
متعدد,1224
انتهای,1223
مراجعه,3720
تاج,1218
تماس,14318
مقامات,1216
دودمان,1214
حیوانات,2513
شرکت‌های,1212
امید,2312
میر,1212
اعظم,1211
کاربردهای,1210
روزی,1809
اداری,1208
وجه,6407
عملی,1205
می‌روند,1205
برندگان,1204
رژیم,1204
ظرفیت,2304
اعراب,1203
ذهن,1200
ذرات,1200
دیدن,1399
زنجان,1198
اخبار,1698
روحانی,1196
مجدد,2795
فاطمه,1195
قاضی,1195
خواب,1194
می‌آورد,1194
صرف,2193
آشنایی,1193
حومه,1192
پیدایش,1190
ابتدای,1190
تک‌آهنگ,1190
فرهنگستان,1189
لی,1189
خ,1188
سنگین,1585
که‌,1185
دبیر,1183
منصور,1183
حلقه,1183
قبول,2183
سرطان,1182
صبح,1482
خواص,1181
شاگردان,1181
فیلمبرداری,1180
مطالب,1180
تلفظ,1179
جواد,1179
گوش,1179
وانتشار,1176
مشارکت,1174
ایتالیایی,1174
بتواند,1173
قاره,1172
خدای,1172
گرایش,1171
حمید,1171
مقطع,1171
رسانی,1270
مفید,1167
سفلی,1167
اهواز,1166
کاملا,3365
عده‌ای,1165
بردن,1165
بگیرد,1264
ستاد,1164
ارتباطی,1363
مردمی,1163
مایکروسافت,1163
آ,1163
الهی,1162
می‌نماید,1162
دههٔ,1160
کیلوگرم,1160
سیم,1159
رواج,1159
نادر,1159
مثبت,1358
کارل,1156
مجاهدین,1156
سدهٔ,1155
راهی,2754
تی,1153
بروجرد,1152
کتب,1151
خلاصه,1151
یحیی,1150
هفتاد,1446
دم,1345
متغیر,1145
مجموعهٔ,1145
گرمی,1144
الف,1544
اجرایی,1143
دموکرات,1143
دقت,1643
افتخار,1143
چگونه,34742
حداکثر,1742
پیروان,1141
قضیه,1140
آفریقای,1137
برزیل,1137
مرتب,1136
حقیقی,1136
شان,1134
ترور,1133
پیوندهای,1130
مایع,1130
منطقهٔ,1130
قدمت,1129
حاشیه,7028
مغناطیسی,1127
فریدون,1127
امواج,1127
رقابت,1127
ردیف,1827
حروف,1127
ساسانیان,1126
منفی,1126
جدی,1125
مواجه,2024
احزاب,1123
تقریبا,1122
گندم,1121
فرا,1121
شصت,1521
انبار,1120
فقه,1120
اکران,1120
سازنده,1118
همسرش,1118
برلین,1117
وحدت,1116
پردازش,1316
کنفرانس,1116
پانویس‌ها,1115
علامه,1115
ست,1114
بناهای,1114
بلورین,1114
نیرو,1113
طرفداران,1113
نهضت,1113
پ,1112
مریم,1112
ساکنان,1210
روان,1109
رها,1108
حادثه,1107
شاهد,1106
دارویی,1106
وقوع,1305
وسعت,1105
داری,4604
نوروز,1104
تکرار,3304
دوازده,1104
عظیم,1104
رسول,1101
گرچه,1101
مستند,1100
نوازندگان,1099
خاطرات,1099
مبنای,1297
سان,1097
مرغ,1096
مشتری,1095
فجر,1095
فدراسیون,1094
ابعاد,1294
ملکه,1093
آیه,1092
نمایند,1692
سازمان‌های,1091
سابقه,1690
گرینویچ,1089
جمعی,1087
انتقاد,1085
مدال,1085
ستون,1084
ویرایش,3484
آبادی,1083
نداشته,1082
دشمن,1081
یابد,1281
نقاش,1081
سراب,1081
سربازان,1080
دختران,1080
زهرا,1080
افسانه‌ای,1080
معتقدند,1078
دانشمند,1077
شاهزاده,1077
شکار,1077
اخلاق,1076
مطابق,1276
جغرافیا,1075
پیانو,1075
اوست,1074
چندی,1073
دلایل,1173
نشانه,1073
متون,1072
اندکی,1071
بوشهر,1071
آی,1071
جناح,1070
پنجمین,1069
ترجمهٔ,1069
پیشه,2068
مسلح,1068
می‌آیند,1068
جانشین,1067
تخیلی,1066
مدنی,1064
هادی,1063
نمایشگاه,1063
ماهواره,1062
ابوالحسن,1061
انتظار,1161
تبلیغات,1061
خامنه‌ای,1060
تجزیه,1059
پزشک,1059
مسیحیت,1058
جراحی,1057
نباید,1057
صنعاء,1057
اشکال,1056
تخم,1055
زنی,1055
دیسک,1054
پارس,1054
امیرکبیر,1054
اصفهانی,1052
نرخ,5651
کلمبیا,1050
زندانی,1050
کارگران,2249
فدرال,1049
صوت,1049
اشتباه,2449
بیماری‌های,1049
مقدمه,1049
سمنان,1048
لوله,1048
روغن,1047
سکونت,2147
گوناگونی,1045
چگونگی,1244
ایرنا,1044
می‌سازد,1044
زیبای,1042
فرهاد,1042
طایفه,1042
حسینی,1041
متوجه,2241
خروج,5140
حرارت,1040
نشست,1040
دوره‌های,1039
مفاهیم,1039
سند,1739
اقدامات,1138
هیات,1038
صوتی,1238
دارا,1037
خروجی,1037
هتل,1036
بایگانی,1036
اسپانیایی,1035
بالایی,1034
فایل,1033
ادوارد,1033
تحصیلی,1033
متری,1032
درگیری,1031
عقیده,1031
حملات,1029
موقت,1028
گراف,1028
آشکار,1028
داروهای,1028
قلمرو,1027
جستجوی,1027
بیماران,2227
جلال,1025
می‌کنیم,1024
الفبای,1023
جلب,1023
تایید,9223
نجف,1022
تصویری,1022
منشورات,1022
هخامنشی,1021
لغت,1021
نوشته‌های,1019
رساله,1019
فکری,1019
فارغ,1018
میوه,2218
پلی,1017
بخاطر,1017
پادشاهان,1017
منصوب,1016
برادران,1016
نگارخانه,1016
نویس,1015
جاری,1514
فوت,1014
اتریش,1014
نکته,1114
چک,2913
خلیفه,1013
فن,1012
واشنگتن,1012
پرده,1012
بوسیله,1012
پایانی,1811
کلمات,1011
تکامل,1010
کاغذ,1008
خواند,1008
احتمالاً,1007
تئوری,1006
ظاهری,1006
تقویت,1005
لذا,1005
تصور,1005
کرج,1004
حوادث,1103
کوتاهی,1001
سالن,1001
وسط,1000
موسوم,1000
گوشت,1000
کربن,1000
اندازی,1100
نگه,1199
سود,999
معبد,998
پذیرش,1197
آید,1397
متهم,997
سیمای,996
داریم,1695
دیو,995
آر,994
کارت,25192
مک,992
شاهان,992
فعالان,991
كتاب,991
قیام,991
کوشش,991
سو,990
شورش,990
تظاهرات,990
آگاهی,1089
عمق,989
دویست,1289
مبتلا,987
واحدهای,987
بزرگراه,987
اوقات,987
کالج,986
زبانهای,986
پارلمان,985
تکمیل,3484
می‌رفت,984
چندان,983
افتتاح,983
علامت,983
دوربین,982
اي,982
پیشرفته,982
مجید,982
گویا,981
مصنوعی,981
ادعا,1181
سال‌ها,981
بدلیل,980
عمران,980
کتابهای,980
موثر,979
رنگی,978
امین,978
ارکستر,978
داشته‌اند,976
جورج,976
می‌نامند,976
آنگاه,975
زبانی,975
بارها,2074
مطبوعات,974
داستانی,974
خالی,1273
محقق,973
دیجیتال,973
خصوصیات,973
باند,972
رادیویی,971
توماس,971
یاری,970
مارتین,970
باله,969
ارمنی,967
فرستاده,1167
مبتنی,965
پیچیده,965
منزل,1065
ماهیان,964
فرستاد,964
فرایند,1364
وظایف,962
گره,962
کلیسا,962
شاهنشاهی,962
ترکیبات,961
فیلسوف,961
مغرب,961
جلو,1359
ترکیبی,958
سگ,958
شعار,958
مذکور,958
آلبوم‌های,958
انفجار,957
اسکندر,953
نباشد,952
مسکن,2352
هم‌زمان,952
مثلا,951
برادرش,951
خورد,950
قرون,950
تالیف,950
برآورد,1149
روبرو,1649
فرانک,949
استقبال,948
رومی,1047
سرباز,947
شاپور,947
عمارت,947
جانبی,947
رأی,946
نوزدهم,946
آرژانتین,946
صفحهٔ,945
ا,945
بد,945
سالم,945
توده,944
قسمت‌های,944
اختلال,943
فلزی,943
جواب,1443
كند,943
اخذ,1843
سینه,942
روستاها,942
اظهار,942
خاورمیانه,942
سختی,942
مجموعه‌های,941
استخراج,941
مقابله,940
هشتاد,6340
تبریزی,940
سفارت,939
نمی‌تواند,939
اکثریت,939
استخوان,939
نخواهد,1039
پنهان,939
آزمایشگاه,939
اختراع,937
رستم,936
مانع,1136
فاز,936
پاک,1336
جرج,935
خواستار,935
وسیع,935
ممنوع,1034
سالها,932
ادب,1832
زابل,932
سعودی,932
دسترس,932
الی,932
جستجو,931
نظری,1031
منحصر,930
احترام,2130
بیرجند,930
نظم,929
شریک,929
ساحلی,929
اساطیر,929
تری,1028
باشگاه‌های,928
دوستان,926
عوارض,15526
روانی,926
امضا,925
خوی,925
برخلاف,925
راهنمایی,4625
ه‍,924
شاهی,923
مصدق,922
دژ,922
واژگان,922
مقبره,920
ارشاد,920
پرتغال,920
دکترای,919
خوردن,919
سیاست‌مدار,919
کی,3119
مشاور,919
سپرده,918
کشتار,918
بقعه,917
فاقد,917
مس,916
نسبتاً,916
واژه‌های,916
همشهری,916
مجتمع,915
نفس,914
غزه,914
خانوادگی,913
فرم,1013
پایدار,913
ایوان,913
هواپیمایی,912
برنامه‌نویسی,912
هویت,912
کیهان,912
پسرش,911
سینا,911
آیت‌الله,911
اصلاحات,911
مشرق,911
زادروزها,911
عرصه,911
تبعید,909
شعاع,909
پدیده,909
کلیبر,908
معدنی,908
برسد,908
ضربه,907
تاکید,906
می‌برند,906
دانسته,906
وفات,906
تراکم,905
میانگین,905
اخلاقی,905
معتبر,3004
درسال,904
واقعه,904
تهدید,903
اعتبار,9803
پاسداران,903
مشهورترین,903
گرگان,903
بهائی,902
تدریج,901
وبلاگ,900
داده‌های,899
فرو,899
افشار,899
داده‌اند,899
سیگنال,899
آبشار,899
خانگی,2598
سانتیمتر,897
همگی,897
میزبان,897
بویژه,897
نمی‌کند,896
مایل,1296
آهنگسازان,896
اهر,896
تاجیکستان,895
بين,895
سالانه,895
لیسانس,895
حکمت,894
هوی,894
رازی,893
حقوقی,4691
بخار,891
سرکوب,891
قله,891
مکه,890
گاو,891
نخل,890
توجهی,1089
لنگه,889
پروتکل,889
شمس,889
تام,1588
گفتگو,887
زوج,2686
موضوعات,3486
صدور,11985
مرکب,885
آدم,885
پیروز,884
دفن,884
مسئولیت,1182
پذیر,2082
ادیان,882
رویدادهای,882
بالاترین,882
ششمین,880
رقم,880
ایلام,879
مسکو,879
پذیرفته,979
دراز,878
فولاد,878
سازمانی,3778
طراح,877
ایمان,877
ضعیف,876
کف,876
بهشتی,876
فعالیتهای,876
کارکنان,1175
مالزی,873
ارزیابی,973
انتظامی,873
عقاید,873
قره,872
نیشابور,872
یافته‌است,871
کبیسه,871
رفع,2071
مبنی,1171
تأمین,871
قصر,870
کمپانی,870
تلفنی,2069
ملاقات,968
حدیث,868
دایره,867
مرا,1966
مغول,866
منطقی,866
گام,865
كار,865
اتمام,1365
بمب,865
جانب,865
اورشلیم,864
تجدید,964
زرین,864
ترس,864
نی,864
عوض,2563
تقی,863
دهان,863
رونق,862
مدینه,862
گذار,861
بست,861
سطوح,860
کاظم,859
معلوم,857
قاسم,857
تیمور,856
ذوب,856
منوچهر,856
زمینه‌های,856
محمدی,856
مقادیر,855
فرمول,955
پیتر,855
تقلید,854
جزئی,853
اشتغال,10752
جعفری,852
فردوس,851
ابی,851
افزوده,850
فشرده,849
مکزیک,849
کشی,849
لشکر,848
لس,848
جالب,848
بازیگری,847
کمیسیون,847
تألیف,847
سیاره,847
حکومتی,846
ایکس,846
كشور,845
ماد,845
بحران,845
نا,845
کس,1245
منتقدان,844
واسطه,844
میشود,1044
مسکونی,2643
دستگیری,843
معادله,843
جفت,842
سراسری,842
روس,841
پرداخته,841
روزانه,2541
ایرلند,841
نمی‌توان,840
کهکشان,840
کارگری,840
وحشی,840
مخالفان,840
پوشیده,840
نامهای,839
راهنمای,1139
نود,1339
زیستی,839
سلاح,839
فراز,838
کاشان,838
شیطان,838
یکسان,1938
تحول,837
نقش‌های,837
ایرج,836
نابود,836
طباطبایی,836
اردن,835
متوقف,2235
تحریک,835
والتوزیع,835
مخفی,834
نر,834
جلسه,833
کمبود,833
دفاعی,833
پایهٔ,833
بستگی,833
جنگ‌های,833
کودتای,833
اصغر,832
تواند,2332
کمدی,832
شرط,832
حرفه,831
قهرمانان,831
علمیه,831
امتداد,831
مستقر,830
فرمانروایی,830
گذر,830
ختم,830
آگوست,829
کنسرت,829
ترانه‌های,829
فقیه,828
کشید,828
آثاری,827
بال,827
گرجستان,826
قلبی,826
محاسبات,825
درونی,825
هفتمین,825
نفتی,824
هکتار,824
محبوب,824
قدس,824
خاکستری,823
سیما,823
اینگونه,823
تور,823
تأثیرات,823
سرچشمه,822
قبیله,821
رمز,4721
قنات,821
تصحیح,821
می‌دادند,820
لهستان,820
سازد,820
تاريخ,820
پرتو,820
سنندج,820
آذربایجانی,817
افسانه,817
زرتشت,817
تربت,816
کارگر,816
جلوی,816
می‌خورد,815
نوجوانی,815
مدفن,815
تحقیقاتی,815
الکترون,814
تار,812
نوشتهٔ,812
متشکل,812
معمار,811
برنج,811
میانی,1610
ماموریت,810
مانده‌است,810
مجوز,4109
فلز,807
بلژیک,806
آوردند,806
مارک,806
آرتور,805
میرحسین,805
شور,804
نقره,804
موقع,1504
نیک,804
خشونت,804
چوبی,803
ویتامین,803
نامه‌ای,802
رفسنجانی,802
سکه,802
حبیب,801
اتم,801
همراهی,1200
رسم,800
انجیل,799
چارلز,799
سانتی,799
هزاره,798
ابوالقاسم,797
مدرس,796
مراغه,796
موجودات,795
خلافت,794
خانه‌های,794
برعهده,794
مجسمه,793
منتهی,792
نگهبان,792
مقدماتی,792
زاویه,791
مربی,791
وسیعی,791
سعدی,791
مالک,1791
مُعجَم,790
آکادمی,790
یونسکو,790
متفاوتی,790
